"author_a","author_b","year","title"
"Hu,CP","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hu,CP","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hu,CP","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hu,CP","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hu,CP","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Lindenberg,S","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Dalğar,İ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Weissgerber,SC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Vergara,RC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Cairo,AH","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Yin,JX","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Dalğar,İ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Weissgerber,SC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Vergara,RC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Cairo,AH","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Lindenberg,S","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Weissgerber,SC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Vergara,RC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Cairo,AH","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dalğar,İ","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Vergara,RC","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Cairo,AH","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Weissgerber,SC","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Cairo,AH","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Vergara,RC","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Čolić,MV","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Cairo,AH","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Dursun,P","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Čolić,MV","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Frankowska,N","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Dursun,P","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Hadi,R","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Frankowska,N","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Hall,CJ","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hadi,R","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Hong,Y","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Parzuchowski,M","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Ratner,KG","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Rothman,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hall,CJ","Sim,S12others,","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","JoyGaba,J","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","Lazarević,D","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
"Hong,Y","Lazarević,LB","2019","Data from the Human Penguin Project, a cross-national dataset testing social thermoregulation principles. Scientific Data, 6(1), 32. https://doi.org/10.1038/s41597-019-0029-2"
